,deviceId,timestamp,action,importanceLevel,itemName,itemType,packageName,user,session,카테고리
43,20feed4d-f0d6-45a7-926d-dd38de5c57de,2024-12-23 13:37:32,added,high,Android 시스템,app,android,u15,2,기타
44,08f3721f-ae59-4847-8bf5-6bce07074e1b,2024-12-23 14:04:14,added,high,Android 시스템,app,android,u16,2,기타
45,5359a173-8c73-4785-b89c-136b47f9f374,2024-12-23 16:49:51,added,high,Android 시스템,app,android,u17,2,기타
46,445dc990-fa87-4adb-9561-61668fdfbeec,2024-12-24 11:27:57,added,high,Android 시스템,app,android,u18,2,기타
47,98c29407-3b7b-4a05-8925-f600db2c0f69,2024-12-23 17:36:27,added,high,Android 시스템,app,android,u19,2,기타
48,20feed4d-f0d6-45a7-926d-dd38de5c57de,2024-12-23 13:35:40,added,high,패스오더,app,com.paytalab.mkseo.passorder,u15,2,식음료
49,15ba6f80-01ec-4943-96be-89238ea7e045,2024-12-19 17:43:29,added,high,Android 시스템,app,android,u2,2,기타
50,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:24:49,added,low,티스토리,app,net.daum.android.tistoryapp,u8,2,소셜
51,3c897afb-e889-4271-9757-b023746ea0cb,2024-12-24 13:02:14,added,high,티머니GO,app,kr.co.tmoney.tia,u1,2,지도/네비게이션
52,b4d318e3-4117-4c3e-a71d-42dcd205339b,2024-12-26 12:08:38,added,low,티머니GO,app,kr.co.tmoney.tia,u24,2,지도/네비게이션
53,83dc8619-af39-4f15-b438-969f072ce778,2024-12-20 18:19:16,added,low,티머니GO,app,kr.co.tmoney.tia,u6,2,지도/네비게이션
54,e43cc655-0333-43c1-ba29-5af45222ce3e,2024-12-21 17:55:59,added,high,"티머니
갤럭시워치",app,com.tmoney.gear,u10,2,지도/네비게이션
55,b1963a79-a2d2-4af0-849f-5f9e660942a8,2024-12-26 14:09:34,added,low,트리플,app,com.titicacacorp.triple,u21,2,여행 및 지역정보
56,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:33:08,added,medium,투썸하트,app,com.cj.twosome,u8,2,라이프스타일
57,aebe62b6-7a75-4eed-8aaa-9ae018d6f25f,2024-12-24 10:20:33,added,high,Android 시스템,app,android,u20,2,기타
58,b1963a79-a2d2-4af0-849f-5f9e660942a8,2024-12-26 14:10:34,added,high,Android 시스템,app,android,u21,2,기타
59,6473938c-137e-4928-bca9-5b41b57a2219,2024-12-26 14:36:50,added,high,Android 시스템,app,android,u22,2,기타
60,b774baa7-99f8-4bea-a55d-0168eee3d9f4,2024-12-24 15:10:30,added,high,Android 시스템,app,android,u23,2,기타
61,b4d318e3-4117-4c3e-a71d-42dcd205339b,2024-12-26 12:12:36,added,high,Android 시스템,app,android,u24,2,기타
62,cb5c77bc-1205-4037-8bf0-f0ef3b2248d8,2024-12-26 11:33:47,added,high,Android 시스템,app,android,u25,2,기타
63,99bf2c2b-9022-4326-9c5a-856a6c43d942,2024-12-24 17:52:05,added,high,Android 시스템,app,android,u26,2,기타
64,ac3c8549-da14-4c25-a22d-602f56c597ee,2024-12-19 17:11:04,added,high,Android 시스템,app,android,u3,2,기타
65,c27da57a-0352-475b-8774-f3adf794acb7,2024-12-20 13:05:38,added,high,Android 시스템,app,android,u5,2,기타
66,83dc8619-af39-4f15-b438-969f072ce778,2024-12-20 18:04:11,added,high,Android 시스템,app,android,u6,2,기타
67,ecf2197d-f602-43a9-a9ee-19fd42769c35,2024-12-20 16:28:08,added,medium,Android 시스템,app,android,u7,2,기타
68,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:19:33,added,high,Android 시스템,app,android,u8,2,기타
69,12b28778-d5d1-4fd5-a6fa-dab049205d04,2024-12-21 16:44:33,added,high,Android 시스템,app,android,u9,2,기타
70,e43cc655-0333-43c1-ba29-5af45222ce3e,2024-12-21 14:04:00,added,high,Android System,app,android,u10,2,기타
71,62260fa5-6747-48e5-b4ed-7108dbb8d926,2024-12-23 15:19:12,added,medium,블루투스,app,com.android.bluetooth,u11,2,기타
72,2ad7bd88-d263-4a66-820c-8367cb5be1b4,2024-12-22 11:19:29,added,high,블루투스,app,com.android.bluetooth,u12,2,기타
73,20feed4d-f0d6-45a7-926d-dd38de5c57de,2024-12-23 13:38:07,added,high,블루투스,app,com.android.bluetooth,u15,2,기타
74,5359a173-8c73-4785-b89c-136b47f9f374,2024-12-23 16:51:36,added,high,블루투스,app,com.android.bluetooth,u17,2,기타
75,98c29407-3b7b-4a05-8925-f600db2c0f69,2024-12-23 17:36:01,added,high,블루투스,app,com.android.bluetooth,u19,2,기타
76,aebe62b6-7a75-4eed-8aaa-9ae018d6f25f,2024-12-24 10:21:43,added,high,블루투스,app,com.android.bluetooth,u20,2,기타
77,62260fa5-6747-48e5-b4ed-7108dbb8d926,2024-12-23 15:16:13,added,low,토스,app,viva.republica.toss,u11,2,금융
78,2ad7bd88-d263-4a66-820c-8367cb5be1b4,2024-12-22 11:20:00,added,high,토스,app,viva.republica.toss,u12,2,금융
79,2ba5adff-c892-433d-813e-983b1193d86f,2024-12-21 16:08:12,added,medium,토스,app,viva.republica.toss,u13,2,금융
80,24f2dec0-5cd2-4d6b-b7c1-5cb7f200d72d,2024-12-26 15:55:48,added,high,토스,app,viva.republica.toss,u14,2,금융
81,20feed4d-f0d6-45a7-926d-dd38de5c57de,2024-12-23 13:37:23,added,high,토스,app,viva.republica.toss,u15,2,금융
82,5359a173-8c73-4785-b89c-136b47f9f374,2024-12-23 16:57:44,added,high,토스,app,viva.republica.toss,u17,2,금융
83,445dc990-fa87-4adb-9561-61668fdfbeec,2024-12-24 11:20:42,added,high,토스,app,viva.republica.toss,u18,2,금융
84,aebe62b6-7a75-4eed-8aaa-9ae018d6f25f,2024-12-24 10:25:25,added,low,토스,app,viva.republica.toss,u20,2,금융
85,b1963a79-a2d2-4af0-849f-5f9e660942a8,2024-12-26 14:10:50,added,medium,토스,app,viva.republica.toss,u21,2,금융
86,6473938c-137e-4928-bca9-5b41b57a2219,2024-12-26 14:37:06,added,low,토스,app,viva.republica.toss,u22,2,금융
87,b4d318e3-4117-4c3e-a71d-42dcd205339b,2024-12-26 12:02:34,added,high,토스,app,viva.republica.toss,u24,2,금융
88,cb5c77bc-1205-4037-8bf0-f0ef3b2248d8,2024-12-26 11:40:01,added,low,토스,app,viva.republica.toss,u25,2,금융
89,99bf2c2b-9022-4326-9c5a-856a6c43d942,2024-12-24 17:49:23,added,high,토스,app,viva.republica.toss,u26,2,금융
90,ac3c8549-da14-4c25-a22d-602f56c597ee,2024-12-19 17:10:39,added,high,토스,app,viva.republica.toss,u3,2,금융
91,83dc8619-af39-4f15-b438-969f072ce778,2024-12-20 18:19:28,added,low,토스,app,viva.republica.toss,u6,2,금융
92,ecf2197d-f602-43a9-a9ee-19fd42769c35,2024-12-20 16:27:04,added,medium,토스,app,viva.republica.toss,u7,2,금융
93,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:21:50,added,high,토스,app,viva.republica.toss,u8,2,금융
94,12b28778-d5d1-4fd5-a6fa-dab049205d04,2024-12-21 16:43:55,added,high,토스,app,viva.republica.toss,u9,2,금융
95,9d2768c1-9d45-4047-a827-fea8a064eed4,2024-12-19 17:32:51,added,high,토스,app,viva.republica.toss,u4,1,금융
96,2ba5adff-c892-433d-813e-983b1193d86f,2024-12-21 16:08:20,added,medium,텔레그램,app,org.telegram.messenger,u13,2,커뮤니케이션
97,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:33:28,added,low,텔레그램,app,org.telegram.messenger,u8,2,커뮤니케이션
98,9d2768c1-9d45-4047-a827-fea8a064eed4,2024-12-19 17:34:01,added,high,클로바노트,app,com.naver.clova.minute,u4,1,생산성
99,83dc8619-af39-4f15-b438-969f072ce778,2024-12-20 18:17:09,added,low,클로바노트,app,com.naver.clova.minute,u6,2,생산성
100,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:29:18,added,medium,클로바노트,app,com.naver.clova.minute,u8,2,생산성
101,62260fa5-6747-48e5-b4ed-7108dbb8d926,2024-12-23 15:15:09,added,low,쿠팡플레이,app,com.coupang.mobile.play,u11,2,엔터테인먼트
102,9d2768c1-9d45-4047-a827-fea8a064eed4,2024-12-19 17:31:02,added,high,쿠팡이츠,app,com.coupang.mobile.eats,u4,1,식음료
103,62260fa5-6747-48e5-b4ed-7108dbb8d926,2024-12-23 15:09:02,added,high,쿠팡이츠,app,com.coupang.mobile.eats,u11,2,식음료
104,24f2dec0-5cd2-4d6b-b7c1-5cb7f200d72d,2024-12-26 15:56:16,added,high,쿠팡이츠,app,com.coupang.mobile.eats,u14,2,식음료
105,20feed4d-f0d6-45a7-926d-dd38de5c57de,2024-12-23 13:37:01,added,high,쿠팡이츠,app,com.coupang.mobile.eats,u15,2,식음료
106,08f3721f-ae59-4847-8bf5-6bce07074e1b,2024-12-23 14:03:22,added,medium,쿠팡이츠,app,com.coupang.mobile.eats,u16,2,식음료
107,98c29407-3b7b-4a05-8925-f600db2c0f69,2024-12-23 17:35:56,added,medium,쿠팡이츠,app,com.coupang.mobile.eats,u19,2,식음료
108,b1963a79-a2d2-4af0-849f-5f9e660942a8,2024-12-26 14:08:23,added,low,쿠팡이츠,app,com.coupang.mobile.eats,u21,2,식음료
109,6473938c-137e-4928-bca9-5b41b57a2219,2024-12-28 10:44:30,added,high,쿠팡이츠,app,com.coupang.mobile.eats,u22,2,식음료
110,cb5c77bc-1205-4037-8bf0-f0ef3b2248d8,2024-12-26 11:34:58,added,high,쿠팡이츠,app,com.coupang.mobile.eats,u25,2,식음료
111,ecf2197d-f602-43a9-a9ee-19fd42769c35,2024-12-20 16:22:35,added,high,쿠팡이츠,app,com.coupang.mobile.eats,u7,2,식음료
112,12b28778-d5d1-4fd5-a6fa-dab049205d04,2024-12-21 16:36:31,added,low,쿠팡이츠,app,com.coupang.mobile.eats,u9,2,식음료
113,9d2768c1-9d45-4047-a827-fea8a064eed4,2024-12-19 17:31:00,added,high,쿠팡,app,com.coupang.mobile,u4,1,쇼핑
114,3c897afb-e889-4271-9757-b023746ea0cb,2024-12-24 13:05:38,added,medium,쿠팡,app,com.coupang.mobile,u1,2,쇼핑
115,e43cc655-0333-43c1-ba29-5af45222ce3e,2024-12-24 13:24:50,added,high,쿠팡,app,com.coupang.mobile,u10,2,쇼핑
116,62260fa5-6747-48e5-b4ed-7108dbb8d926,2024-12-23 15:15:54,added,low,쿠팡,app,com.coupang.mobile,u11,2,쇼핑
117,2ad7bd88-d263-4a66-820c-8367cb5be1b4,2024-12-22 11:23:40,added,low,쿠팡,app,com.coupang.mobile,u12,2,쇼핑
118,24f2dec0-5cd2-4d6b-b7c1-5cb7f200d72d,2024-12-26 16:01:02,added,low,쿠팡,app,com.coupang.mobile,u14,2,쇼핑
119,20feed4d-f0d6-45a7-926d-dd38de5c57de,2024-12-23 13:36:08,added,high,쿠팡,app,com.coupang.mobile,u15,2,쇼핑
120,08f3721f-ae59-4847-8bf5-6bce07074e1b,2024-12-23 14:03:19,added,medium,쿠팡,app,com.coupang.mobile,u16,2,쇼핑
121,5359a173-8c73-4785-b89c-136b47f9f374,2024-12-23 16:54:12,added,low,쿠팡,app,com.coupang.mobile,u17,2,쇼핑
122,445dc990-fa87-4adb-9561-61668fdfbeec,2024-12-24 11:26:23,added,low,쿠팡,app,com.coupang.mobile,u18,2,쇼핑
123,98c29407-3b7b-4a05-8925-f600db2c0f69,2024-12-23 17:38:13,added,low,쿠팡,app,com.coupang.mobile,u19,2,쇼핑
124,b1963a79-a2d2-4af0-849f-5f9e660942a8,2024-12-26 14:08:01,added,low,쿠팡,app,com.coupang.mobile,u21,2,쇼핑
125,99bf2c2b-9022-4326-9c5a-856a6c43d942,2024-12-24 17:52:00,added,low,쿠팡,app,com.coupang.mobile,u26,2,쇼핑
126,ac3c8549-da14-4c25-a22d-602f56c597ee,2024-12-19 17:17:00,added,low,쿠팡,app,com.coupang.mobile,u3,2,쇼핑
127,83dc8619-af39-4f15-b438-969f072ce778,2024-12-20 18:14:35,added,low,쿠팡,app,com.coupang.mobile,u6,2,쇼핑
128,ecf2197d-f602-43a9-a9ee-19fd42769c35,2024-12-20 16:27:28,added,medium,쿠팡,app,com.coupang.mobile,u7,2,쇼핑
129,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:26:58,added,low,쿠팡,app,com.coupang.mobile,u8,2,쇼핑
130,12b28778-d5d1-4fd5-a6fa-dab049205d04,2024-12-21 16:36:16,added,low,쿠팡,app,com.coupang.mobile,u9,2,쇼핑
131,15ba6f80-01ec-4943-96be-89238ea7e045,2024-12-19 14:00:54,added,low,쿠팡,keyword,,u2,2,
132,2ba5adff-c892-433d-813e-983b1193d86f,2024-12-21 16:05:35,added,high,코레일톡,app,com.korail.talk,u13,2,여행 및 지역정보
133,24f2dec0-5cd2-4d6b-b7c1-5cb7f200d72d,2024-12-26 15:56:52,added,high,코레일톡,app,com.korail.talk,u14,2,여행 및 지역정보
134,445dc990-fa87-4adb-9561-61668fdfbeec,2024-12-24 11:27:04,added,low,코데즈컴바인이너웨어,app,com.cafe24.ec.pluscncom0812,u18,2,쇼핑
135,aebe62b6-7a75-4eed-8aaa-9ae018d6f25f,2024-12-24 10:29:14,added,low,커뮤니케이션센터,keyword,,u20,2,
136,6473938c-137e-4928-bca9-5b41b57a2219,2024-12-26 14:38:59,added,low,커뮤니케이션센터,keyword,,u22,2,
137,3c897afb-e889-4271-9757-b023746ea0cb,2024-12-24 13:02:40,added,high,캘린더,app,com.samsung.android.calendar,u1,2,생산성
138,62260fa5-6747-48e5-b4ed-7108dbb8d926,2024-12-23 15:11:09,added,high,캘린더,app,com.samsung.android.calendar,u11,2,생산성
139,2ad7bd88-d263-4a66-820c-8367cb5be1b4,2024-12-22 11:21:06,added,high,캘린더,app,com.samsung.android.calendar,u12,2,생산성
140,24f2dec0-5cd2-4d6b-b7c1-5cb7f200d72d,2024-12-26 15:57:08,added,high,캘린더,app,com.samsung.android.calendar,u14,2,생산성
141,5359a173-8c73-4785-b89c-136b47f9f374,2024-12-23 16:55:50,added,low,캘린더,app,com.samsung.android.calendar,u17,2,생산성
142,445dc990-fa87-4adb-9561-61668fdfbeec,2024-12-24 11:19:22,added,high,캘린더,app,com.samsung.android.calendar,u18,2,생산성
143,aebe62b6-7a75-4eed-8aaa-9ae018d6f25f,2024-12-24 10:20:18,added,high,캘린더,app,com.samsung.android.calendar,u20,2,생산성
144,b1963a79-a2d2-4af0-849f-5f9e660942a8,2024-12-26 14:09:22,added,medium,캘린더,app,com.samsung.android.calendar,u21,2,생산성
145,6473938c-137e-4928-bca9-5b41b57a2219,2024-12-26 14:33:41,added,high,캘린더,app,com.samsung.android.calendar,u22,2,생산성
146,b774baa7-99f8-4bea-a55d-0168eee3d9f4,2024-12-24 15:13:42,added,high,캘린더,app,com.samsung.android.calendar,u23,2,생산성
147,b4d318e3-4117-4c3e-a71d-42dcd205339b,2024-12-26 11:57:29,added,high,캘린더,app,com.samsung.android.calendar,u24,2,생산성
148,cb5c77bc-1205-4037-8bf0-f0ef3b2248d8,2024-12-26 11:39:07,added,low,캘린더,app,com.samsung.android.calendar,u25,2,생산성
149,ac3c8549-da14-4c25-a22d-602f56c597ee,2024-12-19 17:19:20,added,medium,캘린더,app,com.samsung.android.calendar,u3,2,생산성
150,83dc8619-af39-4f15-b438-969f072ce778,2024-12-20 18:10:45,added,high,캘린더,app,com.samsung.android.calendar,u6,2,생산성
151,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:30:44,added,low,캘린더,app,com.samsung.android.calendar,u8,2,생산성
152,12b28778-d5d1-4fd5-a6fa-dab049205d04,2024-12-21 16:41:30,added,high,캘린더,app,com.samsung.android.calendar,u9,2,생산성
153,aebe62b6-7a75-4eed-8aaa-9ae018d6f25f,2024-12-24 10:21:16,added,high,캘린더,app,com.google.android.calendar,u20,2,생산성
154,b4d318e3-4117-4c3e-a71d-42dcd205339b,2024-12-26 12:03:00,added,high,캘린더,app,com.google.android.calendar,u24,2,생산성
155,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:27:36,added,low,캘린더,app,com.google.android.calendar,u8,2,생산성
156,9d2768c1-9d45-4047-a827-fea8a064eed4,2024-12-20 15:05:05,added,high,캘린더,app,com.google.android.calendar,u4,2,생산성
157,9d2768c1-9d45-4047-a827-fea8a064eed4,2024-12-20 15:05:07,added,high,캘린더,app,com.samsung.android.calendar,u4,2,생산성
158,445dc990-fa87-4adb-9561-61668fdfbeec,2024-12-24 11:29:00,added,medium,캐치테이블,app,co.kr.catchtable.android.catchtable_app,u18,2,식음료
159,b1963a79-a2d2-4af0-849f-5f9e660942a8,2024-12-26 14:10:19,added,medium,캐치테이블,app,co.kr.catchtable.android.catchtable_app,u21,2,식음료
160,b4d318e3-4117-4c3e-a71d-42dcd205339b,2024-12-26 12:10:02,added,low,캐치테이블,app,co.kr.catchtable.android.catchtable_app,u24,2,식음료
161,83dc8619-af39-4f15-b438-969f072ce778,2024-12-20 18:13:06,added,low,캐치테이블,app,co.kr.catchtable.android.catchtable_app,u6,2,식음료
162,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:26:02,added,low,캐치테이블,app,co.kr.catchtable.android.catchtable_app,u8,2,식음료
163,2ba5adff-c892-433d-813e-983b1193d86f,2024-12-21 16:10:13,added,low,카카오페이지,app,com.kakao.page,u13,2,엔터테인먼트
164,b4d318e3-4117-4c3e-a71d-42dcd205339b,2024-12-26 12:10:04,added,low,카카오페이지,app,com.kakao.page,u24,2,엔터테인먼트
165,cb5c77bc-1205-4037-8bf0-f0ef3b2248d8,2024-12-27 19:19:38,added,low,카카오페이지,app,com.kakao.page,u25,2,엔터테인먼트
166,12b28778-d5d1-4fd5-a6fa-dab049205d04,2024-12-21 16:38:18,added,low,카카오페이지,app,com.kakao.page,u9,2,엔터테인먼트
167,62260fa5-6747-48e5-b4ed-7108dbb8d926,2024-12-23 15:13:06,added,medium,카카오페이,app,com.kakaopay.app,u11,2,금융
168,2ba5adff-c892-433d-813e-983b1193d86f,2024-12-21 16:07:53,added,medium,카카오페이,app,com.kakaopay.app,u13,2,금융
169,20feed4d-f0d6-45a7-926d-dd38de5c57de,2024-12-23 13:36:32,added,high,카카오페이,app,com.kakaopay.app,u15,2,금융
170,5359a173-8c73-4785-b89c-136b47f9f374,2024-12-23 16:56:58,added,low,카카오페이,app,com.kakaopay.app,u17,2,금융
171,15ba6f80-01ec-4943-96be-89238ea7e045,2024-12-19 13:57:15,added,low,카카오페이,app,com.kakaopay.app,u2,2,금융
172,b4d318e3-4117-4c3e-a71d-42dcd205339b,2024-12-26 12:07:01,added,medium,카카오페이,app,com.kakaopay.app,u24,2,금융
173,99bf2c2b-9022-4326-9c5a-856a6c43d942,2024-12-24 17:52:32,added,low,카카오페이,app,com.kakaopay.app,u26,2,금융
174,ac3c8549-da14-4c25-a22d-602f56c597ee,2024-12-19 17:17:55,added,medium,카카오페이,app,com.kakaopay.app,u3,2,금융
175,7e6a8fd2-f407-4c87-bc28-2637aa024bbc,2024-12-24 13:20:44,added,high,카카오페이,app,com.kakaopay.app,u8,2,금융
176,9d2768c1-9d45-4047-a827-fea8a064eed4,2024-12-19 17:31:22,added,high,카카오톡,app,com.kakao.talk,u4,1,커뮤니케이션
177,3c897afb-e889-4271-9757-b023746ea0cb,2024-12-24 13:04:50,added,high,카카오톡,app,com.kakao.talk,u1,2,커뮤니케이션
178,62260fa5-6747-48e5-b4ed-7108dbb8d926,2024-12-23 15:13:32,added,high,카카오톡,app,com.kakao.talk,u11,2,커뮤니케이션
179,2ad7bd88-d263-4a66-820c-8367cb5be1b4,2024-12-22 11:18:46,added,high,카카오톡,app,com.kakao.talk,u12,2,커뮤니케이션
180,2ba5adff-c892-433d-813e-983b1193d86f,2024-12-21 16:04:20,added,high,카카오톡,app,com.kakao.talk,u13,2,커뮤니케이션
181,24f2dec0-5cd2-4d6b-b7c1-5cb7f200d72d,2024-12-26 15:56:48,added,high,카카오톡,app,com.kakao.talk,u14,2,커뮤니케이션
182,20feed4d-f0d6-45a7-926d-dd38de5c57de,2024-12-23 13:36:51,added,high,카카오톡,app,com.kakao.talk,u15,2,커뮤니케이션
183,08f3721f-ae59-4847-8bf5-6bce07074e1b,2024-12-23 14:02:31,added,high,카카오톡,app,com.kakao.talk,u16,2,커뮤니케이션
184,5359a173-8c73-4785-b89c-136b47f9f374,2024-12-23 16:48:27,added,high,카카오톡,app,com.kakao.talk,u17,2,커뮤니케이션
185,445dc990-fa87-4adb-9561-61668fdfbeec,2024-12-24 11:21:20,added,high,카카오톡,app,com.kakao.talk,u18,2,커뮤니케이션
186,98c29407-3b7b-4a05-8925-f600db2c0f69,2024-12-23 17:34:33,added,high,카카오톡,app,com.kakao.talk,u19,2,커뮤니케이션
187,15ba6f80-01ec-4943-96be-89238ea7e045,2024-12-19 13:56:35,added,high,카카오톡,app,com.kakao.talk,u2,2,커뮤니케이션
188,aebe62b6-7a75-4eed-8aaa-9ae018d6f25f,2024-12-24 10:23:19,added,high,카카오톡,app,com.kakao.talk,u20,2,커뮤니케이션
189,b1963a79-a2d2-4af0-849f-5f9e660942a8,2024-12-26 14:05:52,added,high,카카오톡,app,com.kakao.talk,u21,2,커뮤니케이션
